Number of charging points,Max power KW,Date of usage,Bank Card payment,Other mode of payment,Parking 2 wheels,EF type plug,Type 2 Plug,CCS Combo type socket,Chademo plug,Plug type Other,Type 3 plug,Charging Point Status,Type of implantation,Postal Code,Georaphic Coordinate
"5,00","7,00",2021-09-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.8304, 2.295999"
"6,00","7,00",2021-08-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75101,"48.86502, 2.360503"
"4,00","7,00",2021-08-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.86502, 2.360503"
"5,00","3,00",2021-11-03,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.8886, 2.3888"
"6,00","7,00",2021-09-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.8479, 2.2847"
"6,00","7,00",2022-11-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.864, 2.2806"
"5,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.863, 2.2858"
"5,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.8954, 2.35"
"5,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.8954, 2.35"
"6,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.8949, 2.3355"
"6,00","7,00",2021-09-21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.876, 2.2884"
"6,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.86235, 2.3648512"
"5,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.86235, 2.3648512"
"5,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.86235, 2.3648512"
"5,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.85967, 2.3542652"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.85967, 2.3542652"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.84189, 2.333149"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.84189, 2.333149"
"6,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.842564, 2.3363895"
"6,00","7,00",2022-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.8415, 2.338973"
"7,00","7,00",2021-10-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.85806, 2.310588"
"6,00","3,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.882973, 2.345487"
"6,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.87232, 2.338776"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.87565, 2.372715"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.849968, 2.387246"
"6,00","3,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.83519, 2.4002905"
"6,00","7,00",2021-12-08,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.846306, 2.410751"
"6,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.82764, 2.3810866"
"6,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.826084, 2.358049"
"6,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.83656, 2.3592348"
"4,00","3,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.832825, 2.36241"
"5,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.83912, 2.337229"
"5,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.83912, 2.337229"
"5,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.83126, 2.313088"
"4,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.835197, 2.2914295"
"4,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.87244, 2.2915578"
"5,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.85857, 2.2851212"
"5,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.85857, 2.2851212"
"7,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.895756, 2.3242009"
"6,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.867313, 2.280347"
"6,00","7,00",2021-12-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.884953, 2.3035011"
"7,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.88103, 2.2956283"
"5,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.885426, 2.2849722"
"5,00","7,00",2022-11-04,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.882423, 2.2922037"
"5,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.882423, 2.2922037"
"7,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.891644, 2.344978"
"4,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.886097, 2.3936"
"4,00","7,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.87387, 2.3864658"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.87517, 2.348162"
"4,00","50,00",2022-05-17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,En service,Voirie,75113,"48.856796, 2.3538697"
"6,00","43,00",2022-07-29,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.856796, 2.3538697"
"6,00","50,00",2022-05-17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.856796, 2.3538697"
"6,00","50,00",2022-10-19,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.846973, 2.2558389"
"7,00","43,00",2022-10-19,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.846973, 2.2558389"
"6,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.856052, 2.3537521"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75116,"48.845715, 2.345032"
"7,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.85895, 2.379874"
"7,00","22,00",2021-06-01,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75116,"48.847446, 2.38804"
"7,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.8355, 2.34965"
"7,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75116,"48.82604, 2.358146"
"7,00","4,00",2021-04-14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.841663, 2.286931"
"5,00","4,00",2022-10-06,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.876163, 2.286403"
"6,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.859184, 2.273944"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75117,"48.846653, 2.258213"
"6,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.84676, 2.268339"
"6,00","22,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75118,"48.889732, 2.33891"
"6,00","22,00",2021-04-14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75119,"48.88901, 2.371768"
"6,00","4,00",2021-03-15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.874134, 2.405196"
"4,00","22,00",2022-10-24,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,En service,Voirie,75110,"48.872906, 2.378283"
"3,00","7,00",2021-05-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.85006, 2.4019644"
"3,00","7,00",2021-06-04,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.84196, 2.347262"
"3,00","7,00",2021-06-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.858295, 2.3041859"
"3,00","3,00",2021-07-22,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.8326, 2.2788854"
"3,00","7,00",2021-07-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.87559, 2.399738"
"3,00","7,00",2021-11-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.86732, 2.3906963"
"3,00","7,00",2021-06-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.83641, 2.3922555"
"3,00","7,00",2021-06-30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.875076, 2.3587236"
"3,00","3,00",2021-06-24,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.857796, 2.390264"
"3,00","7,00",2021-06-18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.857258, 2.37139"
"3,00","7,00",2021-06-10,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.86023, 2.3719914"
"3,00","7,00",2021-06-24,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.826855, 2.3665764"
"3,00","7,00",2021-06-24,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.826855, 2.3665764"
"3,00","7,00",2021-06-24,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.826855, 2.3665764"
"3,00","3,00",2021-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.878258, 2.2967632"
"6,00","7,00",2021-06-24,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.88112, 2.284095"
"6,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.845806, 2.3038075"
"5,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.838886, 2.2892983"
"7,00","7,00",2021-07-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.83892, 2.282485"
"7,00","7,00",2021-07-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.842594, 2.2920513"
"6,00","7,00",2021-11-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.85666, 2.2856026"
"5,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.837364, 2.3059905"
"6,00","7,00",2021-07-09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.850998, 2.2719011"
"5,00","7,00",2021-07-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.8531, 2.261698"
"4,00","7,00",2021-07-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.86986, 2.38494"
"6,00","7,00",2021-07-13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.85482, 2.2904053"
"5,00","7,00",2021-07-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.859756, 2.278694"
"5,00","7,00",2021-07-22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.88101, 2.3978"
"5,00","7,00",2021-08-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.86502, 2.344388"
"6,00","7,00",2021-08-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.86502, 2.344388"
"6,00","7,00",2021-08-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.851254, 2.3564553"
"7,00","7,00",2021-08-11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.842007, 2.3430684"
"5,00","7,00",2021-08-17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8542, 2.345341"
"4,00","7,00",2021-08-17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8542, 2.345341"
"6,00","3,00",2021-09-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.85807, 2.299582"
"6,00","3,00",2021-09-14,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.8737, 2.314663"
"6,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8737, 2.314663"
"4,00","7,00",2021-08-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.871643, 2.3338861"
"6,00","7,00",2021-08-17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.85245, 2.3314662"
"6,00","7,00",2021-09-21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.86821, 2.3046348"
"6,00","7,00",2021-08-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.845577, 2.3953738"
"6,00","7,00",2021-08-17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.87081, 2.354076"
"5,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75119,"48.84652, 2.3692153"
"5,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75102,"48.84652, 2.3692153"
"5,00","7,00",2021-09-06,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75102,"48.83273, 2.32608"
"5,00","3,00",2021-09-06,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.83273, 2.32608"
"5,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.820423, 2.3512075"
"6,00","7,00",2021-10-06,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.83623, 2.3724644"
"6,00","7,00",2021-08-05,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.8917, 2.3691"
"6,00","3,00",2021-08-11,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.8287, 2.2989"
"5,00","7,00",2021-08-17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.8861, 2.3591"
"5,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.8349, 2.3026"
"5,00","7,00",2021-09-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.8432, 2.3217"
"6,00","7,00",2021-09-21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75106,"48.8534, 2.2685"
"6,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.863, 2.2858"
"5,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.8914, 2.304"
"4,00","7,00",2021-09-07,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.8646, 2.2754"
"5,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.8478, 2.2636"
"5,00","7,00",2021-09-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.8823, 2.3395"
"7,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75114,"48.8519, 2.3982"
"7,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75114,"48.865376, 2.3573678"
"6,00","7,00",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En test,Voirie,75113,"48.865376, 2.3573678"
"4,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.85967, 2.3542652"
"7,00","7,00",2021-09-29,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75119,"48.839275, 2.3507414"
"7,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.85461, 2.329982"
"7,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.85461, 2.329982"
"4,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.8706, 2.3226488"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75115,"48.87006, 2.312597"
"6,00","7,00",2021-11-16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.882973, 2.345487"
"6,00","7,00",2022-08-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.875465, 2.342083"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75117,"48.87565, 2.372715"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.849968, 2.387246"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75116,"48.849968, 2.387246"
"5,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75118,"48.833412, 2.388111"
"6,00","7,00",2021-10-12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75120,"48.83519, 2.4002905"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.864063, 2.3713984"
"6,00","7,00",2021-12-08,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75103,"48.827972, 2.372195"
"4,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75104,"48.826084, 2.358049"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75105,"48.82325, 2.354296"
"5,00","7,00",2021-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.83656, 2.3592348"
"5,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75107,"48.832825, 2.36241"
"6,00","3,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.82668, 2.3237355"
"6,00","7,00",2021-10-19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75108,"48.83126, 2.313088"
"7,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.837017, 2.2986736"
"6,00","7,00",2021-11-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75109,"48.84348, 2.2994812"
"5,00","7,00",2021-11-25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75110,"48.84348, 2.2994812"
"5,00","7,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.835197, 2.2914295"
"5,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.879463, 2.2899947"
"7,00","3,00",2021-11-03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.867313, 2.280347"
"7,00","7,00",2021-12-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75112,"48.884953, 2.3035011"
"6,00","7,00",2021-12-14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75111,"48.884953, 2.3035011"
"6,00","7,00",2021-11-23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.878845, 2.2878556"
"6,00","7,00",2021-10-26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,En service,Voirie,75113,"48.892082, 2.3331354"
